id,character_type,style,complexion,trait_count,item_1,item_2,item_3,item_4,item_5,item_6,item_7
4201,Person,Man,Deep,2,Untidy Hair,Green Clown Eyes,,,,,
4202,Person,Man,Fair,3,Ear Ring,Simple Beard,Wool Cap,,,,
4203,Person,Man,Pale,2,Goatee,Head Band,,,,,
4204,Person,Man,Tan,4,Untidy Hair,Jaw Beard,Ear Ring,Green Clown Eyes,,,
4205,Person,Man,Tan,2,Thin Spike Cut,Moustache,,,,,
4206,Person,Man,Tan,3,Jaw Beard,Retro Shades,Wacky Hair,,,,
4207,Person,Man,Deep,3,Hooded Top,Goatee,Beauty Mark,,,,
4208,Person,Woman,Tan,3,Thin Hair,Ear Ring,Smoke Stick,,,,
4209,Person,Man,Deep,3,Head Wrap,Vapor Stick,Slim Shades,,,,
4210,Person,Man,Deep,4,Forward Cap,Large Shades,Stubble Beard,Ear Ring,,,
4211,Person,Woman,Pale,2,Orange Side Hair,Patch Eye,,,,,
4212,Person,Man,Pale,4,Large Shades,Ear Ring,Head Band,Beauty Mark,,,
4213,Person,Woman,Tan,2,Head Wrap,Study Glasses,,,,,
4214,Person,Woman,Deep,3,Pink Hair Hat,Ear Ring,Smoke Stick,,,,
4215,Person,Woman,Tan,3,Large Shades,Dark Lipstick,Deep Hair,,,,
4216,Person,Man,Tan,3,Stubble Beard,Spike Cut,Slim Shades,,,,
4217,Person,Man,Tan,3,Blue Clown Eyes,Simple Beard,Head Rag,,,,
4218,Person,Woman,Tan,3,Wild Blonde Hair,Ear Ring,Depth Glasses,,,,
4219,Person,Man,Tan,2,Untidy Hair,Beauty Mark,,,,,
4220,Person,Man,Deep,3,Hooded Top,Large Shades,Stubble Beard,,,,
4221,Person,Man,Tan,3,Dark Beard,Vapor Stick,Head Band,,,,
4222,Person,Woman,Fair,3,Green Makeup,Twin Tails,Ear Ring,,,,
4223,Person,Man,Tan,3,Loose Hair,Side Burns,Vision Gear,,,,
4224,Person,Woman,Pale,3,Dark Lipstick,Deep Hair,Study Glasses,,,,
4225,Person,Woman,Tan,2,Blue Makeup,Smooth Blonde Hair,,,,,
4226,Person,Man,Fair,1,Handle Mustache,,,,,,
4227,Person,Woman,Tan,2,Green Makeup,Dark Spike Cut,,,,,
4228,Person,Man,Tan,3,Forward Cap,Retro Shades,Full Beard,,,,
4229,Person,Woman,Deep,3,Large Shades,Bright Lipstick,Side Shaved,,,,
4230,Person,Woman,Fair,3,Untidy Hair,Ear Ring,Smoke Stick,,,,
4231,Person,Woman,Deep,5,Health Mask,Deep Hair,Violet Lipstick,Ear Ring,Blue Clown Eyes,,
4232,Person,Woman,Fair,2,Green Clown Eyes,Wacky Hair,,,,,
4233,Person,Man,Fair,3,Head Wrap,Dark Beard,Study Glasses,,,,
4234,Person,Man,Deep,4,Golden Chain,Violet Hair,Ear Ring,Rim Glasses,,,
4235,Person,Woman,Fair,3,Green Clown Eyes,Smooth Blonde Hair,Bright Lipstick,,,,
4236,Person,Woman,Deep,3,Head Wrap,Neck Band,Ear Ring,,,,
4237,Person,Woman,Pale,3,Green Makeup,Twin Tails,Violet Lipstick,,,,
4238,Person,Man,Deep,2,Large Shades,Head Rag,,,,,
4239,Person,Woman,Tan,4,Deep Hair,Pink Cheeks,Blue Clown Eyes,Smoke Stick,,,
4240,Person,Man,Pale,3,Front Teeth,Ear Ring,Goatee,,,,
4241,Person,Man,Fair,3,Soft Cap,Ear Ring,Beauty Mark,,,,
4242,Person,Woman,Fair,3,Green Makeup,Thin Spike Cut,Bright Lipstick,,,,
4243,Person,Woman,Tan,3,Red Spike Cut,Green Makeup,Ear Ring,,,,
4244,Person,Man,Fair,3,Sharp Spike,Jaw Beard,Rim Glasses,,,,
4245,Person,Woman,Deep,4,Beauty Mark,Wild White Hair,Green Clown Eyes,Ear Ring,,,
4246,Person,Man,Fair,3,Hooded Top,Steel Chain,Slim Shades,,,,
4247,Person,Woman,Tan,3,Blue Makeup,Head Band,Bright Lipstick,,,,
4248,Person,Man,Fair,2,Thin Hair,Goatee,,,,,
4249,Person,Woman,Tan,3,Untidy Hair,Bright Lipstick,Ear Ring,,,,
4250,Person,Woman,Deep,3,Work Goggles,Free Hair,Violet Lipstick,,,,
4251,Person,Man,Deep,4,Moustache,Ear Ring,Tall Hat,Vision Gear,,,
4252,Person,Man,Deep,3,Goatee,Bald Head,Patch Eye,,,,
4253,Person,Man,Pale,2,Dress Hat,Ear Ring,,,,,
4254,Person,Woman,Pale,4,Purple Makeup,Violet Lipstick,Ear Ring,Golden Bob,,,
4255,Person,Man,Deep,4,Funny Nose,Soft Cap,Stubble Beard,Slim Shades,,,
4256,Person,Man,Deep,3,Large Shades,Ear Ring,Head Band,,,,
4257,Person,Woman,Pale,3,Purple Makeup,Thin Spike Cut,Bright Lipstick,,,,
4258,Person,Man,Fair,2,Handle Mustache,Retro Shades,,,,,
4259,Person,Man,Fair,4,Stubble Beard,Rim Glasses,Wacky Hair,Health Mask,,,
4260,Person,Man,Tan,4,Smoke Stick,Steel Chain,Vision Gear,Spike Cut,,,
4261,Person,Man,Tan,4,Smoke Stick,Dark Beard,Steel Chain,Head Rag,,,
4262,Person,Man,Fair,3,Loose Hair,Stubble Beard,Ear Ring,,,,
4263,Person,Woman,Pale,2,Smoking Pipe,Spike Cut,,,,,
4264,Person,Woman,Pale,2,Steel Chain,Wild Blonde Hair,,,,,
4265,Person,Woman,Deep,2,Blue Makeup,Loose Hair,,,,,
4266,Person,Woman,Fair,3,Blue Makeup,Wool Cap,Bright Lipstick,,,,
4267,Person,Woman,Tan,2,Short Blonde Hair,Violet Lipstick,,,,,
4268,Person,Woman,Pale,3,Blue Makeup,Wild White Hair,Smoke Stick,,,,
4269,Person,Woman,Pale,2,Untidy Hair,Violet Lipstick,,,,,
4270,Person,Woman,Pale,3,Untidy Hair,Violet Lipstick,Study Glasses,,,,
4271,Person,Man,Fair,2,Violet Hair,Study Glasses,,,,,
4272,Person,Man,Fair,4,Sharp Spike,Stubble Beard,Steel Chain,Ear Ring,,,
4273,Person,Woman,Deep,2,Head Wrap,Green Clown Eyes,,,,,
4274,Person,Woman,Tan,3,Dark Lipstick,Standard Shades,Dark Spike Cut,,,,
4275,Person,Woman,Deep,3,Large Shades,Bright Lipstick,Thin Hair,,,,
4276,Person,Woman,Deep,2,Large Shades,Smooth Blonde Hair,,,,,
4277,Person,Woman,Deep,3,Dark Lipstick,Free Hair,Smoke Stick,,,,
4278,Person,Man,Tan,2,Officer Cap,Moustache,,,,,
4279,Person,Woman,Fair,2,Smooth Hair,Study Glasses,,,,,
4280,Person,Man,Deep,4,Forward Cap,Sad Face,Stubble Beard,Standard Shades,,,
4281,Person,Woman,Tan,2,Wild White Hair,Retro Shades,,,,,
4282,Person,Man,Fair,2,Night Hair,Retro Shades,,,,,
4283,Person,Man,Fair,4,Soft Cap,Stubble Beard,Ear Ring,Depth Glasses,,,
4284,Person,Man,Fair,3,Side Burns,Wool Cap,Health Mask,,,,
4285,Person,Man,Fair,4,Soft Cap,Ear Ring,Simple Beard,Vision Gear,,,
4286,Person,Woman,Tan,4,Green Makeup,Smooth Blonde Hair,Bright Lipstick,Ear Ring,,,
4287,Person,Man,Fair,2,Rim Glasses,Head Rag,,,,,
4288,Person,Woman,Tan,2,Wild White Hair,Pink Cheeks,,,,,
4289,Person,Man,Tan,3,Face Mask,Forward Cap,Happy Face,,,,
4290,Person,Man,Fair,2,Handle Mustache,Tall Hat,,,,,
4291,Person,Man,Deep,2,Head Wrap,Goatee,,,,,
4292,Person,Man,Deep,2,Head Wrap,Face Mask,,,,,
4293,Person,Man,Fair,3,Smoke Stick,Study Glasses,Dark Spike Cut,,,,
4294,Person,Woman,Deep,3,Bright Lipstick,Free Hair,Depth Glasses,,,,
4295,Person,Man,Fair,3,Night Hair,Dark Beard,Ear Ring,,,,
4296,Person,Man,Fair,4,Stubble Beard,Head Rag,Standard Shades,Beauty Mark,,,
4297,Person,Man,Fair,3,Thin Hair,Stubble Beard,Patch Eye,,,,
4298,Person,Man,Pale,4,Ear Ring,Wool Cap,Happy Face,Standard Shades,,,
4299,Person,Man,Tan,2,Untidy Hair,Side Burns,,,,,
4300,Person,Woman,Deep,2,Beauty Mark,Pink Hair Hat,,,,,
4301,Person,Woman,Pale,3,Wild White Hair,Vision Gear,Violet Lipstick,,,,
4302,Person,Woman,Fair,4,Smooth Hair,Violet Lipstick,Ear Ring,Blue Clown Eyes,,,
4303,Person,Man,Tan,3,Side Burns,Head Rag,Slim Shades,,,,
4304,Person,Woman,Pale,2,Red Spike Cut,Violet Lipstick,,,,,
4305,Person,Woman,Tan,3,Soft Cap,Dark Lipstick,Purple Makeup,,,,
4306,Person,Woman,Fair,2,Thin Hair,Ear Ring,,,,,
4307,Person,Man,Tan,4,Stubble Beard,Ear Ring,Wool Cap,Standard Shades,,,
4308,Person,Man,Deep,3,Free Hair,Retro Shades,Ear Ring,,,,
4309,Person,Woman,Tan,4,Purple Makeup,Deep Hair,Violet Lipstick,Ear Ring,,,
4310,Person,Woman,Fair,3,Untidy Hair,Retro Shades,Violet Lipstick,,,,
4311,Person,Man,Deep,3,Sad Face,Study Glasses,Dark Spike Cut,,,,
4312,Person,Man,Tan,3,Large Shades,Jaw Beard,Head Band,,,,
4313,Person,Woman,Pale,2,Violet Lipstick,Smoke Stick,,,,,
4314,Person,Woman,Fair,2,Work Goggles,Loose Hair,,,,,
4315,Person,Woman,Deep,2,Red Spike Cut,Dark Lipstick,,,,,
4316,Person,Woman,Fair,5,Tassel Cap,Bright Lipstick,Retro Shades,Ear Ring,Smoke Stick,,
4317,Person,Man,Deep,2,Moustache,Head Rag,,,,,
4318,Person,Woman,Fair,3,Green Clown Eyes,Thin Spike Cut,Ear Ring,,,,
4319,Person,Woman,Deep,4,Bright Lipstick,Ear Ring,Smooth Dark Hair,Smoke Stick,,,
4320,Person,Man,Tan,2,Forward Cap,Vision Gear,,,,,
4321,Person,Man,Deep,2,Front Facial Hair,Loose Hair,,,,,
4322,Person,Man,Deep,2,Sad Face,Thin Spike Cut,,,,,
4323,Person,Man,Deep,2,Smoke Stick,Ranch Hat,,,,,
4324,Person,Man,Tan,5,Face Mask,Dark Beard,Front Teeth,Ear Ring,Head Band,,
4325,Person,Man,Pale,3,Retro Shades,Ear Ring,Head Rag,,,,
4326,Person,Man,Tan,2,Free Hair,Beauty Mark,,,,,
4327,Person,Woman,Fair,2,Head Wrap,Purple Makeup,,,,,
4328,Person,Man,Deep,2,Stubble Beard,Dress Hat,,,,,
4329,Person,Man,Deep,2,Face Mask,Thin Spike Cut,,,,,
4330,Person,Man,Fair,3,Thin Hair,Ear Ring,Rim Glasses,,,,
4331,Person,Man,Tan,2,Large Shades,Spike Cut,,,,,
4332,Person,Woman,Deep,4,Green Makeup,Deep Hair,Violet Lipstick,Ear Ring,,,
4333,Person,Woman,Fair,2,Beauty Mark,Flight Helmet,,,,,
4334,Person,Woman,Deep,3,Green Clown Eyes,Bright Lipstick,Free Hair,,,,
4335,Person,Man,Tan,3,Smoke Stick,Thin Spike Cut,Ear Ring,,,,
4336,Person,Man,Fair,3,Moustache,Ear Ring,Ranch Hat,,,,
4337,Person,Man,Tan,3,Front Facial Hair,Smoking Pipe,Dark Spike Cut,,,,
4338,Person,Man,Deep,3,Funny Nose,Forward Cap,Study Glasses,,,,
4339,Person,Woman,Fair,2,Wacky Hair,Standard Shades,,,,,
4340,Person,Woman,Deep,2,Beauty Mark,Red Spike Cut,,,,,
4341,Person,Man,Deep,3,Loose Hair,Large Shades,Simple Beard,,,,
4342,Person,Man,Fair,2,Sharp Spike,Health Mask,,,,,
4343,Person,Woman,Tan,3,Violet Lipstick,Smooth Dark Hair,Smoke Stick,,,,
4344,Person,Woman,Tan,3,Green Clown Eyes,Bright Lipstick,Loose Hair,,,,
4345,Person,Woman,Fair,2,Large Shades,Short Blonde Hair,,,,,
4346,Person,Woman,Tan,3,Pink Hair Hat,Purple Makeup,Violet Lipstick,,,,
4347,Person,Woman,Tan,2,Pink Hair Hat,Study Glasses,,,,,
4348,Person,Woman,Fair,3,Beauty Mark,Green Makeup,Thin Hair,,,,
4349,Person,Woman,Fair,2,Beauty Mark,Golden Bob,,,,,
4350,Person,Man,Deep,4,Ear Ring,Head Band,Green Clown Eyes,Full Beard,,,
4351,Person,Woman,Tan,3,Funny Nose,Loose Hair,Violet Lipstick,,,,
4352,Person,Man,Pale,4,Untidy Hair,Retro Shades,Simple Beard,Happy Face,,,
4353,Person,Woman,Fair,3,Red Spike Cut,Violet Lipstick,Blue Clown Eyes,,,,
4354,Person,Woman,Fair,2,Wild White Hair,Retro Shades,,,,,
4355,Person,Man,Tan,3,Night Hair,Retro Shades,Ear Ring,,,,
4356,Person,Man,Tan,3,Rich Beard,Thin Spike Cut,Rim Glasses,,,,
4357,Person,Woman,Tan,3,Standard Shades,Thin Hair,Violet Lipstick,,,,
4358,Person,Woman,Tan,3,Neck Band,Head Band,Violet Lipstick,,,,
4359,Person,Man,Tan,3,Thin Hair,Vision Gear,Beauty Mark,,,,
4360,Person,Man,Deep,3,Large Shades,Goatee,Head Rag,,,,
4361,Person,Man,Tan,3,Dark Beard,Ear Ring,Spike Cut,,,,
4362,Person,Woman,Tan,2,Rim Glasses,Golden Bob,,,,,
4363,Person,Man,Deep,3,Night Hair,Dark Beard,Patch Eye,,,,
4364,Person,Woman,Fair,4,Blue Makeup,Wacky Hair,Bright Lipstick,Ear Ring,,,
4365,Person,Woman,Tan,2,Soft Cap,Bright Lipstick,,,,,
4366,Person,Woman,Tan,2,Red Spike Cut,Blue Makeup,,,,,
4367,Person,Woman,Fair,2,Tassel Cap,Smoking Pipe,,,,,
4368,Person,Woman,Tan,4,Dark Lipstick,Head Band,Standard Shades,Ear Ring,,,
4369,Person,Man,Fair,3,Side Burns,Head Band,Standard Shades,,,,
4370,Person,Man,Tan,3,Sad Face,Thin Spike Cut,Stubble Beard,,,,
4371,Person,Man,Fair,4,Soft Cap,Sad Face,Dark Front Beard,Rim Glasses,,,
4372,Person,Woman,Fair,3,Blue Makeup,Wild White Hair,Dark Lipstick,,,,
4373,Person,Man,Deep,2,Dress Hat,Study Glasses,,,,,
4374,Person,Woman,Deep,2,Untidy Hair,Green Clown Eyes,,,,,
4375,Person,Man,Tan,3,Free Hair,Vapor Stick,Rim Glasses,,,,
4376,Person,Woman,Pale,3,Twin Tails,Bright Lipstick,Blue Clown Eyes,,,,
4377,Person,Woman,Tan,3,Purple Makeup,Wacky Hair,Violet Lipstick,,,,
4378,Person,Man,Fair,3,Dark Front Beard,Vision Gear,Dark Spike Cut,,,,
4379,Person,Man,Tan,3,Hooded Top,Stubble Beard,Depth Glasses,,,,
4380,Person,Woman,Fair,1,Crown Band,,,,,,
4381,Person,Woman,Tan,2,Dark Lipstick,Green Clown Hair,,,,,
4382,Person,Woman,Fair,3,Soft Cap,Golden Chain,Violet Lipstick,,,,
4383,Person,Woman,Deep,4,Pink Hair Hat,Bright Lipstick,Retro Shades,Ear Ring,,,
4384,Person,Man,Deep,3,Dark Beard,Rim Glasses,Head Rag,,,,
4385,Person,Man,Fair,3,Dark Beard,Study Glasses,Spike Cut,,,,
4386,Person,Man,Tan,3,Loose Hair,Stubble Beard,Ear Ring,,,,
4387,Person,Man,Deep,5,Smoke Stick,Moustache,Study Glasses,Pink Cheeks,Head Band,,
4388,Person,Man,Fair,2,Officer Cap,Simple Beard,,,,,
4389,Person,Man,Tan,3,Smoke Stick,Hooded Top,Study Glasses,,,,
4390,Person,Man,Fair,4,Funny Nose,Dark Front Beard,Ear Ring,Head Band,,,
4391,Person,Man,Deep,2,Moustache,Dark Spike Cut,,,,,
4392,Person,Man,Deep,2,Loose Hair,Beauty Mark,,,,,
4393,Person,Woman,Fair,3,Dark Lipstick,Work Goggles,Golden Bob,,,,
4394,Person,Man,Pale,3,Thin Hair,Dark Front Beard,Vision Gear,,,,
4395,Person,Man,Fair,2,Rich Beard,Thin Spike Cut,,,,,
4396,Person,Woman,Deep,3,Bright Lipstick,Free Hair,Vision Gear,,,,
4397,Person,Woman,Tan,2,Dark Lipstick,Twin Tails,,,,,
4398,Person,Woman,Deep,3,Vapor Stick,Violet Lipstick,Golden Bob,,,,
4399,Person,Man,Fair,2,Dark Front Beard,Dress Hat,,,,,
4400,Person,Man,Deep,2,Forward Cap,Depth Glasses,,,,,
4401,Person,Woman,Fair,3,Red Spike Cut,Face Mask,Violet Lipstick,,,,
4402,Person,Man,Pale,3,Sharp Spike,Handle Mustache,Ear Ring,,,,
4403,Person,Man,Deep,2,Ear Ring,Ranch Hat,,,,,
4404,Person,Man,Tan,4,Loose Hair,Stubble Beard,Vision Gear,Beauty Mark,,,
4405,Person,Woman,Pale,3,Wild White Hair,Violet Lipstick,Ear Ring,,,,
4406,Person,Woman,Fair,2,Beauty Mark,Thin Hair,,,,,
4407,Person,Man,Deep,3,Large Shades,Stubble Beard,Free Hair,,,,
4408,Person,Man,Fair,2,Head Wrap,Depth Glasses,,,,,
4409,Person,Man,Fair,3,Thin Spike Cut,Steel Chain,Retro Shades,,,,
4410,Person,Woman,Tan,1,Blue Clown Eyes,,,,,,
4411,Person,Man,Deep,2,Forward Cap,Sad Face,,,,,
4412,Person,Man,Pale,3,Face Mask,Ear Ring,Spike Cut,,,,
4413,Person,Man,Tan,2,Moustache,Wacky Hair,,,,,
4414,Person,Man,Deep,4,Face Mask,Dark Beard,Head Band,Beauty Mark,,,
4415,Person,Man,Pale,5,Rich Beard,Smoking Pipe,Happy Face,Spike Cut,Patch Eye,,
4416,Person,Woman,Tan,2,Thin Spike Cut,Retro Shades,,,,,
4417,Person,Woman,Pale,3,Blue Makeup,Bright Lipstick,Golden Bob,,,,
4418,Person,Woman,Tan,2,Pink Hair Hat,Purple Makeup,,,,,
4419,Person,Man,Tan,3,Loose Hair,Side Burns,Ear Ring,,,,
4420,Person,Woman,Tan,3,Freckles,Bright Lipstick,Free Hair,,,,
4421,Person,Woman,Tan,3,Large Shades,Dark Lipstick,Loose Hair,,,,
4422,Person,Man,Deep,1,Ear Ring,,,,,,
4423,Person,Woman,Tan,3,Soft Cap,Bright Lipstick,Blue Clown Eyes,,,,
4424,Person,Woman,Pale,5,Wild White Hair,Dark Lipstick,Green Clown Eyes,Ear Ring,Smoke Stick,,
4425,Person,Man,Tan,4,Sharp Spike,Large Shades,Stubble Beard,Ear Ring,,,
4426,Person,Man,Fair,4,Head Wrap,Large Shades,Goatee,Beauty Mark,,,
4427,Person,Man,Tan,2,Dark Beard,Wool Cap,,,,,
4428,Person,Man,Tan,4,Soft Cap,Golden Chain,Retro Shades,Ear Ring,,,
4429,Person,Woman,Fair,2,Wool Cap,Ear Ring,,,,,
4430,Person,Woman,Pale,2,Green Clown Eyes,Loose Hair,,,,,
4431,Person,Man,Tan,3,Thin Hair,Ear Ring,Goatee,,,,
4432,Person,Woman,Deep,2,Rim Glasses,Golden Bob,,,,,
4433,Person,Man,Tan,2,Loose Hair,Green Clown Eyes,,,,,
4434,Person,Woman,Tan,3,Dark Lipstick,Green Makeup,Free Hair,,,,
4435,Person,Man,Tan,5,Front Facial Hair,Soft Cap,Golden Chain,Standard Shades,Beauty Mark,,
4436,Person,Man,Tan,3,Head Wrap,Rich Beard,Standard Shades,,,,
4437,Person,Man,Fair,2,Dress Hat,Depth Glasses,,,,,
4438,Person,Woman,Fair,2,Untidy Hair,Green Makeup,,,,,
4439,Person,Woman,Fair,3,Green Clown Eyes,Deep Hair,Smoke Stick,,,,
4440,Person,Man,Tan,4,Large Shades,Ear Ring,Wacky Hair,Smoking Pipe,,,
4441,Person,Man,Fair,2,Hooded Top,Depth Glasses,,,,,
4442,Person,Man,Tan,2,Side Burns,Ranch Hat,,,,,
4443,Person,Woman,Deep,2,Head Wrap,Study Glasses,,,,,
4444,Person,Man,Deep,3,Dark Beard,Bald Head,Beauty Mark,,,,
4445,Person,Man,Fair,2,Sharp Spike,Slim Shades,,,,,
4446,Person,Man,Tan,3,Funny Nose,Dark Beard,Soft Cap,,,,
4447,Person,Man,Tan,2,Soft Cap,Goatee,,,,,
4448,Person,Man,Deep,3,Thin Hair,Stubble Beard,Study Glasses,,,,
4449,Person,Woman,Deep,4,Beauty Mark,Wool Cap,Purple Makeup,Ear Ring,,,
4450,Person,Man,Tan,3,Sad Face,Ear Ring,Head Rag,,,,
4451,Person,Man,Tan,2,Rim Glasses,Head Rag,,,,,
4452,Person,Man,Deep,3,Stubble Beard,Vision Gear,Dark Spike Cut,,,,
4453,Person,Woman,Fair,2,Rim Glasses,Violet Lipstick,,,,,
4454,Person,Man,Fair,2,Thin Spike Cut,Jaw Beard,,,,,
4455,Person,Woman,Fair,3,Thin Hair,Violet Lipstick,Ear Ring,,,,
4456,Person,Woman,Tan,2,Orange Side Hair,Green Makeup,,,,,
4457,Person,Man,Deep,2,Sharp Spike,Pink Cheeks,,,,,
4458,Person,Man,Fair,3,Front Facial Hair,Freckles,Green Clown Hair,,,,
4459,Person,Man,Fair,1,Study Glasses,,,,,,
4460,Person,Man,Tan,2,Soft Cap,Side Burns,,,,,
4461,Person,Woman,Deep,4,Beauty Mark,Smoking Pipe,Blue Makeup,Smooth Blonde Hair,,,
4462,Person,Man,Pale,4,Smoke Stick,Front Facial Hair,Large Shades,Head Rag,,,
4463,Person,Man,Deep,2,Smoking Pipe,Spike Cut,,,,,
4464,Primate,Man,Plain,3,Face Mask,Vapor Stick,Head Rag,,,,
4465,Person,Woman,Tan,4,Blue Makeup,Bright Lipstick,Free Hair,Ear Ring,,,
4466,Person,Man,Tan,2,Smoke Stick,Head Rag,,,,,
4467,Person,Woman,Deep,3,Standard Shades,Deep Hair,Ear Ring,,,,
4468,Person,Woman,Tan,3,Orange Side Hair,Ear Ring,Study Glasses,,,,
4469,Person,Man,Fair,3,Untidy Hair,Simple Beard,Vision Gear,,,,
4470,Person,Man,Tan,3,Soft Cap,Stubble Beard,Rim Glasses,,,,
4471,Person,Man,Pale,2,Ear Ring,Wool Cap,,,,,
4472,Undead,Man,Plain,2,Smoke Stick,Violet Hair,,,,,
4473,Person,Man,Pale,2,Wool Cap,Smoking Pipe,,,,,
4474,Person,Man,Fair,2,Soft Cap,Jaw Beard,,,,,
4475,Person,Man,Deep,2,Smoke Stick,Head Rag,,,,,
4476,Person,Man,Fair,3,Jaw Beard,Ear Ring,Wool Cap,,,,
4477,Person,Man,Deep,2,Sharp Spike,Patch Eye,,,,,
4478,Person,Man,Deep,3,Thin Spike Cut,Golden Chain,Side Burns,,,,
4479,Person,Man,Fair,3,Moustache,Spike Cut,Patch Eye,,,,
4480,Person,Man,Tan,2,Forward Cap,Patch Eye,,,,,
4481,Person,Man,Tan,3,Stubble Beard,Free Hair,Rim Glasses,,,,
4482,Person,Man,Tan,3,Thin Spike Cut,Stubble Beard,Patch Eye,,,,
4483,Person,Man,Tan,4,Stubble Beard,Dress Hat,Ear Ring,Rim Glasses,,,
4484,Person,Man,Deep,3,Stubble Beard,Head Band,Standard Shades,,,,
4485,Person,Woman,Tan,3,Dark Lipstick,Rim Glasses,Pink Hair Hat,,,,
4486,Person,Woman,Fair,3,Bright Lipstick,Thin Hair,Ear Ring,,,,
4487,Person,Man,Fair,2,Smoke Stick,Dress Hat,,,,,
4488,Person,Man,Fair,3,Sad Face,Stubble Beard,Spike Cut,,,,
4489,Person,Woman,Tan,2,Ear Ring,Dark Spike Cut,,,,,
4490,Person,Man,Fair,2,Spike Cut,Slim Shades,,,,,
4491,Person,Woman,Fair,3,Blue Makeup,Spike Cut,Bright Lipstick,,,,
4492,Person,Man,Tan,3,Officer Cap,Simple Beard,Smoking Pipe,,,,
4493,Person,Man,Deep,2,Thin Hair,Goatee,,,,,
4494,Person,Man,Deep,4,Stubble Beard,Free Hair,Study Glasses,Happy Face,,,
4495,Person,Man,Pale,2,Front Facial Hair,Untidy Hair,,,,,
4496,Person,Woman,Tan,4,Blue Makeup,Thin Spike Cut,Bright Lipstick,Ear Ring,,,
4497,Person,Man,Fair,2,Dress Hat,Green Clown Eyes,,,,,
4498,Person,Man,Fair,2,Front Facial Hair,Officer Cap,,,,,
4499,Person,Man,Fair,3,Ear Ring,Vision Gear,Dark Spike Cut,,,,
4500,Person,Woman,Deep,3,Work Goggles,Deep Hair,Violet Lipstick,,,,
4501,Person,Man,Fair,2,Moustache,Ranch Hat,,,,,
4502,Person,Woman,Deep,2,Dark Lipstick,Smooth Blonde Hair,,,,,
4503,Person,Man,Tan,2,Stubble Beard,Wacky Hair,,,,,
4504,Person,Woman,Tan,3,Dark Lipstick,Spike Cut,Green Makeup,,,,
4505,Person,Man,Tan,3,Ear Ring,Pink Cheeks,Head Band,,,,
4506,Person,Man,Fair,3,Warm Cap,Front Facial Hair,Ear Ring,,,,
4507,Person,Man,Tan,2,Dark Beard,Forward Cap,,,,,
4508,Person,Man,Tan,4,Smoke Stick,Head Wrap,Dark Beard,Large Shades,,,
4509,Person,Man,Fair,2,Dark Beard,Soft Cap,,,,,
4510,Person,Man,Tan,4,Dark Beard,Ear Ring,Patch Eye,Dark Spike Cut,,,
4511,Person,Man,Pale,2,Moustache,Head Rag,,,,,
4512,Person,Woman,Tan,3,Head Wrap,Green Clown Eyes,Bright Lipstick,,,,
4513,Undead,Man,Plain,3,Warm Cap,Rich Beard,Ear Ring,,,,
4514,Person,Woman,Deep,2,Soft Cap,Bright Lipstick,,,,,
4515,Person,Woman,Fair,2,Green Clown Hair,Blue Clown Eyes,,,,,
4516,Person,Woman,Fair,2,Wool Cap,Purple Makeup,,,,,
4517,Person,Woman,Tan,2,Wild White Hair,Purple Makeup,,,,,
4518,Person,Woman,Fair,3,Green Clown Eyes,Bright Lipstick,Free Hair,,,,
4519,Person,Man,Deep,3,Head Wrap,Rim Glasses,Goatee,,,,
4520,Person,Man,Pale,2,Thin Hair,Freckles,,,,,
4521,Person,Man,Deep,3,Stubble Beard,Wool Cap,Standard Shades,,,,
4522,Person,Man,Deep,2,Study Glasses,Tall Hat,,,,,
4523,Person,Man,Tan,3,Untidy Hair,Ear Ring,Standard Shades,,,,
4524,Person,Man,Pale,2,Retro Shades,Dark Spike Cut,,,,,
4525,Person,Woman,Deep,4,Smoking Pipe,Dark Lipstick,Side Shaved,Ear Ring,,,
4526,Person,Man,Deep,3,Funny Nose,Hooded Top,Simple Beard,,,,
4527,Person,Man,Fair,2,Head Wrap,Vision Gear,,,,,
4528,Person,Man,Tan,3,Front Facial Hair,Loose Hair,Sad Face,,,,
4529,Person,Man,Deep,3,Face Mask,Sad Face,Tall Hat,,,,
4530,Person,Woman,Pale,3,Spike Cut,Bright Lipstick,Smoke Stick,,,,
4531,Person,Man,Deep,3,Rich Beard,Violet Hair,Slim Shades,,,,
4532,Person,Man,Fair,2,Vapor Stick,Wool Cap,,,,,
4533,Person,Man,Deep,3,Officer Cap,Goatee,Vision Gear,,,,
4534,Person,Man,Fair,3,Front Facial Hair,Study Glasses,Wool Cap,,,,
4535,Person,Woman,Deep,2,Pink Hair Hat,Green Clown Eyes,,,,,
4536,Person,Woman,Tan,3,Deep Hair,Vision Gear,Violet Lipstick,,,,
4537,Person,Woman,Deep,3,Soft Cap,Bright Lipstick,Ear Ring,,,,
4538,Person,Man,Fair,2,Front Facial Hair,Sharp Spike,,,,,
4539,Person,Man,Fair,2,Head Wrap,Large Shades,,,,,
4540,Person,Man,Fair,2,Sharp Spike,Retro Shades,,,,,
4541,Person,Man,Deep,3,Free Hair,Ear Ring,Patch Eye,,,,
4542,Person,Man,Fair,2,Ear Ring,Green Clown Hair,,,,,
4543,Person,Man,Deep,2,Loose Hair,Rich Beard,,,,,
4544,Person,Man,Fair,2,Dark Beard,Wacky Hair,,,,,
